	C_01_0w	C_01_4w	C_04_0w	C_04_4w	C_05_0w	C_05_4w	C_06_0w	C_06_4w	C_07_0w	C_07_4w	C_08_0w	C_08_4w	C_12_0w	C_12_4w	C_13_0w	C_13_4w	C_16_0w	C_16_4w	C_19_0w	C_19_4w	C_20_0w	C_20_4w	C_21_0w	C_21_4w	C_23_0w	C_23_4w	C_24_0w	C_24_4w	C_27_0w	C_27_4w	C_30_0w	C_30_4w	C_32_0w	C_32_4w	C_37_0w	C_37_4w	C_38_0w	C_38_4w	C_41_0w	C_41_4w	C_42_0w	C_42_4w	C_43_0w	C_43_4w	C_47_0w	C_47_4w	C_49_0w	C_49_4w	C_52_0w	C_52_4w	C_53_0w	C_53_4w	C_56_0w	C_56_4w	C_57_0w	C_57_4w	C_59_0w	C_59_4w	C_62_0w	C_62_4w	C_63_0w	C_63_4w	C_64_0w	C_64_4w	C_66_0w	C_66_4w	C_67_0w	C_67_4w	C_69_0w	C_69_4w	C_70_0w	C_70_4w	C_75_0w	C_75_4w	C_78_0w	C_78_4w	C_80_0w	C_80_4w	C_82_0w	C_82_4w	T_02_0w	T_02_4w	T_03_0w	T_03_4w	T_09_0w	T_09_4w	T_10_0w	T_10_4w	T_11_0w	T_11_4w	T_14_0w	T_14_4w	T_15_0w	T_15_4w	T_17_0w	T_17_4w	T_18_0w	T_18_4w	T_22_0w	T_22_4w	T_25_0w	T_25_4w	T_26_0w	T_26_4w	T_28_0w	T_28_4w	T_29_0w	T_29_4w	T_31_0w	T_31_4w	T_33_0w	T_33_4w	T_34_0w	T_34_4w	T_35_0w	T_35_4w	T_36_0w	T_36_4w	T_39_0w	T_39_4w	T_40_0w	T_40_4w	T_44_0w	T_44_4w	T_45_0w	T_45_4w	T_50_0w	T_50_4w	T_51_0w	T_51_4w	T_54_0w	T_54_4w	T_55_0w	T_55_4w	T_58_0w	T_58_4w	T_60_0w	T_60_4w	T_65_0w	T_65_4w	T_68_0w	T_68_4w	T_71_0w	T_71_4w	T_72_0w	T_72_4w	T_73_0w	T_73_4w	T_74_0w	T_74_4w	T_76_0w	T_76_4w	T_77_0w	T_77_4w	T_79_0w	T_79_4w	T_85_0w	T_85_4w	T_87_0w	T_87_4w
Sarcosine	0.0	0.0	0.0	45.4198476486369	37.7714631922173	0.0	0.0	0.0	20.8514939711507	0.0	51.9609715440127	35.1279397250188	0.0	67.6181490244558	588.961620483136	76.9278193261269	0.0	0.0	92.1044178229085	89.0224995366572	56.121244559231	0.0	35.6612703705957	26.6352019243171	63.5486505469808	22.3745759134659	23.6067760757063	17.6527182183778	117.084844419125	85.362701674265	0.0	20.1531149466113	0.0	0.0	228.642420242019	30.1077045203194	21.6159222898661	52.6139599037706	20.9120508834591	0.0	35.5618377454516	0.0	0.0	0.0	70.2483785691946	26.0862827383098	24.7773493572758	0.0	44.9668082265839	306.420065204526	0.0	0.0	114.529313681786	0.0	87.9403290410874	0.0	0.0	24.2290705852053	161.666342214447	345.138591984529	19.4164228866962	0.0	149.912289843757	81.886104731524	937.086395085171	23.5645190025959	58.4818222316237	0.0	2002.52922364197	84.0169797622267	0.0	1476.51468671336	122.756458097525	0.0	19.3453122204226	29.2036678020485	32.2771415168355	0.0	425.109547697911	117.975850094371	0.0	0.0	0.0	141.72650794249	0.0	0.0	180.931225170064	47.8308088196644	30.2231128242091	0.0	29.677154839826	20.5142996180719	0.0	0.0	201.655671921091	62.3238402606147	0.0	0.0	24.3866569175474	26.2486837786021	32.7132556603348	0.0	58.4522414695369	43.2411600290357	0.0	0.0	0.0	0.0	144.01356860889	91.7107582001458	31.2928330479947	0.0	0.0	28.7607382328157	259.712712151728	150.335004291275	51.1038162911906	27.3505661252272	0.0	36.9967499039044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171.051844457291	26.7558384413955	0.0	104.369623231731	226.889555299397	44.8383201417469	0.0	0.0	178.792602584773	30.0975859849216	105.78190828787	54.5887588050208	123.795916893712	97.2862068478802	211.34361134441	358.532252566012	276.403349107522	27.2300416836203	0.0	25.9861425234389	232.653349949704	33.1430020711895	34.4989109354311	68.4773362186478	379.58481649415	51.8175151027629	380.735653519586	0.0	55.093331734639	47.8015139380537	49.6536290874427
Gluconic acid	0.0	0.0	56.7127254277007	229.171744806214	51.6837342565693	0.0	0.0	0.0	0.0	92.8741044674097	60.1398132251977	0.0	0.0	0.0	384.970225074318	184.588693207347	0.0	0.0	0.0	39.0233489784489	288.838360822329	0.0	0.0	69.2802367533833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.3991031961243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.5572599425004	0.0	0.0	127.758415026441	61.8996033355613	0.0	0.0	57.4065567135728	93.2728122034738	1561.79504454189	976.274894398338	554.697850693989	269.420099605151	0.0	0.0	0.0	0.0	79.2985886760908	97.937358298052	0.0	0.0	0.0	0.0	0.0	117.989636822312	0.0	0.0	1613.93767051782	286.788211932359	56.6447817957935	0.0	113.722027740738	0.0	0.0	0.0	75.4442744028908	0.0	0.0	460.561470037995	0.0	45.5817227499586	68.6900643154426	300.469694806054	0.0	0.0	88.017104079021	0.0	0.0	52.6870329275491	74.3389263366974	0.0	100.995679301394	0.0	312.200272435458	0.0	0.0	63.2968472488717	0.0	0.0	27.3799724988531	0.0	0.0	0.0	0.0	162.522581602894	58.2589532553373	65.4423681346427	62.9238940590408	241.835549498948	0.0	42.4610941017055	110.619345987926	58.7455012170847	0.0	0.0	0.0	0.0	0.0	35.9179877851176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.5952561699616	225.903624736646	0.0	53.9301841714686	93.3587966196725	290.147675245037	98.5097565874164	57.0811451360632	126.45314405043	0.0	0.0	74.5856036502742	150.79734357952	0.0	127.692740484136	208.866124798147	390.025741965008	42.9633939102261	0.0	61.8236647879477	67.7711023175562	0.0	0.0	108.162811427968	473.6599113989	59.1710852476979	232.174360658987	0.0	221.929686377732	62.9661309010913	0.0
2-Hydroxybutyric acid	0.0	0.0	52.9435570940215	73.7589754097927	0.0	0.0	0.0	117.427777895389	0.0	32.9599192279641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	556.309530469788	0.0	666.437474316677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.069186697928	65.4576021480791	0.0	0.0	0.0	119.234997883935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	758.066492074927	0.0	0.0	0.0	64.3750545836477	0.0	0.0	0.0	272.565125618262	165.402980390757	100.671433975337	0.0	0.0	0.0	0.0	126.391409224454	0.0	0.0	0.0	63.7769688498312	384.360391193121	109.034230162157	0.0	0.0	1089.92595940289	152.900557243397	0.0	1229.99902027654	0.0	0.0	0.0	0.0	288.633642986647	122.059928050217	969.025472069346	444.949457962495	0.0	0.0	0.0	355.017310916573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	191.140849725405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.9389391450463	99.4828007539932	77.6671219375705	0.0	0.0	92.3863660642211	328.24717170436	0.0	0.0	0.0	0.0	93.5500960649445	0.0	0.0	0.0	0.0	105.5163699192	52.3546137184869	0.0	0.0	75.4602902683297	82.6601569712454	353.16718770164	0.0	0.0	0.0	101.983987190878	0.0	0.0	221.662741905893	92.7769609974991	0.0	167.582436296084	0.0	0.0	61.5215014359609	253.302077933303	0.0	146.265834597322	0.0	0.0	266.477447624061	272.588399943571	0.0	0.0	53.4474122610909	400.933115527932	0.0	0.0	0.0	958.823030440893	111.664458996615	0.0	0.0	168.84578282945	0.0	0.0
Thymidine	92.6143607517819	0.0	0.0	0.0	141.839613852551	97.9655572008938	71.0113346465684	87.0862284252633	0.0	117.641626002116	100.111997112769	0.0	95.2902855225936	0.0	89.4570887656689	69.3240456585645	0.0	71.6431738278598	75.1386003047081	136.617216396796	58.4103414423834	0.0	0.0	105.202811104101	86.2290809012194	92.0944566383529	46.7523704625466	45.1079666817286	117.631970332808	182.153400437991	88.6294443564388	0.0	0.0	0.0	156.559512582465	107.410418221415	93.4325392943219	86.0243668184555	67.0460988559097	113.465455947489	0.0	103.686509762446	0.0	68.2894806699901	91.3778102998756	84.9585894261469	0.0	84.3706232169774	85.7150348941505	131.900655131914	108.335023249734	146.765711039509	83.3799498708536	69.5859195847638	0.0	71.1026800744076	0.0	67.6218610647098	106.990684986039	0.0	61.7179664337858	118.863880215388	110.668858882129	80.5792179027755	92.4698431007871	74.6563727388116	132.720919602053	114.562677461915	0.0	69.0938772482774	0.0	0.0	0.0	172.542580045632	0.0	0.0	0.0	0.0	87.6534984871734	0.0	0.0	88.719072005333	138.39756679553	79.683359614256	0.0	0.0	114.8072771843	73.3455269026509	0.0	108.675607106804	50.1307136005202	133.670249345349	129.19588445826	248.024140557196	109.439738573894	82.1030458665758	0.0	73.0392602448765	0.0	217.197172926712	121.249680836534	112.414300517924	88.8994269877322	0.0	1349.01300183654	409.337314933043	0.0	0.0	0.0	0.0	49.4460029185634	71.3255720491456	102.005655099451	0.0	84.0275944131199	0.0	0.0	90.435312101443	85.2286115812423	94.3732598701291	63.7713436180172	74.0579285363521	0.0	0.0	80.0414516453029	71.190945679452	110.532950325178	0.0	0.0	116.606129341529	72.5066168444106	60.7312981404999	0.0	91.1749461962551	61.2183745782139	57.0822617775629	95.6645556600139	208.759566010066	82.3079557314318	52.1693867202561	223.181629076699	95.5808062608264	207.906727588263	0.0	0.0	0.0	99.7371907209902	91.2105865431417	47.9203813069691	32.5238366395614	0.0	87.5726975900066	89.7617356080598	105.360026690042	72.1097263349303	94.2572981355566	126.872000260699	89.2993786829691	51.1553881810809	91.3872938709434
Homoserine	23.2438029281981	30.325327516444	39.2926596491743	82.6507805560572	90.7574531080277	62.1814671679935	59.3508528834541	50.4869341723536	48.6414499228059	55.9195536602432	50.4223818358016	40.9827825933178	65.0342535854627	178.258451665744	97.6639614838204	115.739025781139	16.9854477038381	39.0568984065058	143.505689560808	63.481229287083	148.434383364143	99.5654443186112	43.1979673711065	81.3560095168578	42.6056074872399	40.25416847544	12.9352969902853	24.4566471825311	96.7250107382028	91.1319391319357	36.5346370770207	57.6512328031749	51.187988348566	58.9427857460422	89.6786360751798	62.4226365831682	32.135803285901	49.8247784897459	44.8922314396448	28.9294685981977	31.8651888408012	32.2668438261258	22.1950167269442	59.181207561052	122.951039763555	40.2218903676481	44.9705052691176	28.3813601904054	89.7534078568615	123.18072614026	64.9600029661504	73.7680716350254	378.662929239497	80.9379316911084	106.149591856314	43.9684024377592	21.1480781396908	42.9996852977247	71.2819852977857	107.021035639824	37.8695026194053	17.3184045820196	76.2605315315349	39.0173898617153	86.1969940742238	51.9180585344988	32.6716511229748	21.2932909528608	157.210170948912	147.770014160029	36.3833490192726	169.655837624363	81.2117294737468	15.0661182413754	27.3801438601364	62.26026612746	43.3115199179526	32.7073023246673	302.383489170922	110.727460554498	13.4592025623268	29.1877817779443	31.4774842520102	154.084254578238	18.5855498436519	29.185603513357	70.1964965510464	66.8691224434179	39.4689759259916	87.1708697777406	48.7905231640619	29.3154772997087	101.915092106626	139.663970180522	118.962079543783	67.2886405141279	40.5938944932142	80.0409404230403	22.6775464153312	97.2514961620817	43.7063240220914	42.3291068790063	56.5025137601033	42.87981376787	28.2632146360367	28.5148785924843	14.0768217373074	26.3795812926325	73.9280749958366	235.609881845031	10.1845025376562	30.2063374142593	38.8775648537719	45.08813317727	140.025098925928	106.961612915695	22.1018942044498	23.0725144391194	19.215301264953	87.9608448597939	13.8956039472771	14.5605705853626	16.214168062446	28.8173881679395	19.1599833943221	215.098599191992	28.4714370244438	21.4586632270759	40.9099008441854	141.2249716267	56.5259277951693	37.2767892917785	90.9013078758633	133.232148948709	51.296656503706	52.361657854375	28.8232266859571	137.779508293843	60.4143254731615	241.2348833825	107.625959353279	152.070157528641	58.5834035142927	85.3311217920918	162.226541383828	126.347829184725	54.017945349682	18.8257890030584	69.4217090612391	102.657478098142	40.2674084182231	64.6431181253846	62.5620691203925	301.917012335782	58.0360678971386	179.449438024014	59.4543565175135	96.2390131447764	32.1679031047887	60.4052511279625
AMP	23.6433389328387	0.0	32.7688638686726	83.8544977231356	79.4562987906671	45.4744376256054	62.4714799790948	30.9375074721778	43.2535240075706	51.4872568701017	60.8371402935883	58.759194688747	55.2778136722606	83.0470209528021	0.0	67.7335071324198	14.0893082208827	19.1744172997755	150.687789999699	64.8963817715141	77.6833382177419	0.0	29.0193850732291	0.0	41.5547508795108	28.1473299523927	44.1289519332853	0.0	300.426675112117	238.27774147899	52.2622536611816	30.364558990668	81.2868896045952	0.0	96.6736721380585	56.1174494577641	109.19108330999	76.5451065354828	78.0999526392939	0.0	42.4507485568889	21.9410855278347	46.0176711189317	56.4815678385679	53.3834266549467	22.41550714728	50.9170165373715	18.8093895111475	76.7109717448525	38.4536408985667	153.002751615824	0.0	154.860781410193	28.5020755593514	128.376557566592	114.03503166535	13.8625119426921	28.254535291188	166.818421644809	107.379520261684	136.639317503882	0.0	245.121412519725	50.5795982747971	77.9885841181669	35.9246707127258	142.160424881724	68.1931463441416	142.496735775379	75.0887853534427	0.0	83.9096653941584	143.208424274409	45.9722600998701	0.0	20.3618392957011	0.0	0.0	81.3999123648669	76.9483814787338	21.559541175727	0.0	90.5725059066458	0.0	0.0	22.8393276462024	43.8267256253597	180.693646429876	146.009116384674	55.371996134805	93.414857114474	35.9714617695001	111.202002674983	0.0	44.3739244182969	62.7452714447309	49.257250694754	0.0	55.1450979517368	0.0	19.0917434698021	0.0	186.881915964818	34.1051141344958	103.949923151999	90.7235247560362	16.7031587159136	18.859590462342	31.7010046950775	0.0	0.0	0.0	48.5820168099198	96.799977285343	251.513452567783	0.0	52.385497859108	0.0	20.1677968542796	37.9346088216796	18.9986738023788	0.0	16.297969956703	0.0	20.3938406512327	0.0	104.840545468494	0.0	240.094406224557	185.935242658621	60.8050680352541	0.0	65.5901766866398	53.6302277571855	39.8000056773064	0.0	44.6828387573363	62.8860827742203	0.0	323.776408894171	113.607763642332	241.025363208181	59.726846730670204	166.178848813741	75.5076464280672	38.1252426315193	128.690908980646	33.21771041127	99.3810935563825	31.3557612141749	28.6014433797079	47.74174775552	230.409882203914	267.003249742825	0.0	0.0	32.1683511456759	79.812439278365	139.059121566964	78.1943608913079
Glucose 6-phosphate	0.0	0.0	0.0	148.381416871786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.4071429550877	0.0	47.7559507475016	126.001368329216	56.7014873334612	0.0	0.0	167.293338342048	26.039473017817	98.9682764837221	0.0	0.0	0.0	0.0	0.0	50.2025896689443	0.0	351.614430820139	170.29375250837	0.0	0.0	0.0	0.0	55.573958033124796	36.084794266965	0.0	70.6999404684848	0.0	0.0	65.0532962458472	0.0	0.0	0.0	473.511907392239	0.0	0.0	0.0	0.0	67.6914387914422	0.0	0.0	359.827839514916	99.7195155539809	0.0	0.0	0.0	0.0	93.2109338870574	356.285231148171	37.3769366422898	0.0	141.477682511851	0.0	0.0	169.974429617059	86.0444785657933	0.0	185.902253678414	49.9140226260267	0.0	119.122350217513	66.6969796711086	0.0	0.0	0.0	0.0	0.0	1162.68162448077	274.078801138021	20.303858663761	0.0	114.8296741646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.8509153200073	0.0	89.6915076217989	0.0	204.993847008279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.7142495306647	0.0	0.0	0.0	0.0	0.0	0.0	47.3676448200997	0.0	0.0	0.0	123.03390699325	119.941891164658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.6425395657993	142.233251275268	0.0	0.0	46.1387724645103	87.8597234847135	66.030887881966	163.83655808322	0.0	0.0	0.0	703.494516706039	0.0	161.063856276706	41.2241196933136	168.075498947933	136.774435010094	81.455390983511	34.5830744798439	0.0	135.984942681747	79.5106889929885	0.0	0.0	191.588233347202	856.778491207115	0.0	0.0	0.0	43.4455905985275	22.935897012204	28.0313593866457
Adenine	0.0	9.11770869864837	142.680863425291	77.4068173861098	48.5000775982782	41.4943352770062	12.1371975914295	11.9828309873338	19.531184345477	16.7651931065978	23.5638897776709	55.5680108738302	14.7050135285616	31.6672531804691	9.10439561913418	15.5010364569004	13.9459188658564	22.220875388642	106.425368554491	55.2099381066286	74.1433545136173	117.015494995675	20.0423907047351	19.531404386139698	48.5677023176494	83.1509302874205	32.3733238084048	16.0075825728041	21.0243182887687	33.9191461072393	69.4380904878521	25.5081410186317	44.2781941993906	36.846613209177	81.2471836545857	17.0127757621161	20.2192996219142	25.7602244831008	55.5412786607368	27.0450329314465	14.1145437134084	14.276334698342	11.1324069043942	27.7443370839827	16.5153774972728	11.7284584600545	22.8770345501444	12.0623890574399	39.6940922502519	27.4256292684618	38.4019414122462	105.442584112448	65.4405139874148	22.5392470632417	73.5808171999143	48.3238976983573	15.6212800099706	14.4650806585012	36.8233975725422	24.8524255090405	47.1023484850029	23.4834713705863	27.0660949728125	29.0040937913238	31.143293754014	36.2411661739065	50.1906907245912	42.005682052965	31.6344371297746	26.5937021836009	41.7578831636458	104.689374411474	61.7196617465701	39.4263974017276	17.6951213004003	11.2480179439671	10.1242234070339	10.8817419584221	219.469491396231	200.653226564131	26.742891504879	16.8303961857664	43.3385527478712	25.0712472970621	8.19273972362724	10.6101914511575	31.9432790343883	29.7439801386338	20.7536205007605	17.3194710386562	23.6613502747095	9.01669957636413	9.40402052288768	12.802720375423	18.5043559928292	26.1048750978985	80.4952908825517	186.489785856725	30.404102245941	77.8580869879841	20.3023522131288	31.5757268487796	220.305198390828	13.8860901987357	478.802114733789	194.423814811086	17.4699059240539	19.2907108018983	32.3034446104131	36.0607057835633	57.9623368411983	173.905818093617	34.4921187796707	13.3427957836676	32.6615077089861	23.800973784267	0.0	8.9947578018275	10.1648379320252	25.2463264711606	49.4646620831325	39.8799659467486	9.00775786720289	14.4374521243261	22.2675652346072	47.6420212362559	26.7645740242982	18.0898296358764	23.7366820471493	82.1490744554082	76.0610891632846	190.078010980368	75.8799299237769	36.9535825720325	12.0634641648207	8.09211807834624	48.8985799228585	109.625961333014	57.3312181876775	32.1039773050921	111.240004236186	98.4986746855879	13.0189517255417	16.0889019696311	29.9394833490385	34.0646414145487	12.7504262729003	8.63918497330677	22.284694890598	12.1102985043049	12.938248950432	22.1507749780894	18.4528814889514	45.2999175668838	21.1418222557533	45.4329698260947	22.1347245973761	38.1485571465835	39.0160521328046	42.033116673437
Asn	82.9817124910746	18.1852799657939	32.4281465051451	340.676914599962	40.5810072906286	17.4526785280434	20.3484097756923	46.4909238409295	39.2801715335632	109.862732808284	35.0507428328328	14.314557950561401	0.0	29.9337846262435	26.12052619249	26.3538362563632	34.8770421782364	23.9799727670758	122.794553211486	10.6959411895826	55.4716624531867	27.1763387911754	14.2958934956924	108.977837520831	19.8193376273426	55.6896883619021	14.4951556556536	16.954345688773	73.8834284439381	36.1725015235163	16.7286239745176	27.2373940407034	16.6162031437594	26.3310937274893	31.2763924167885	12.8598160042594	21.5476911930151	15.0126781428153	32.8457282080672	47.2167871647364	24.7537151402736	32.7830864758323	28.9949537226406	21.8724726953869	22.14103836135	84.1995219746517	21.5760836508474	14.9887137496712	28.186273161277	16.0992083700053	54.695989023428	32.3466612162461	37.3456461001501	21.3151954425665	48.013500470084	80.7356018984381	21.7190323082529	48.3954097697535	16.1690801293987	22.4996809763848	23.2996296355451	17.0945328804128	57.0554485838406	23.1497871027946	34.4752665588587	19.8333226662047	62.870148945911	82.6415688322429	24.7071894527321	0.0	41.4380469009979	16.8127000986919	30.7888446799765	23.2301502573868	33.5472293441625	24.3093658030564	21.2158675406147	11.7821840306317	44.6469071292755	31.7481213132241	23.0591370053362	12.0911258923681	27.5795723561214	30.0991897938992	29.579284764272302	18.3073427394089	32.0637846030889	14.1991703479888	15.0692664585209	52.7929397608557	16.7582603036767	18.6322049134573	76.1937439411008	85.1308247511778	47.2563110021647	49.8125495706255	30.5212206333466	15.5176356115608	41.4169979759272	11.2653790169996	24.5485269170279	42.8442075609456	19.2921797300086	30.1260724990526	42.1716533940148	25.6688769001484	39.8404558483218	18.2789785936926	28.1070420543204	30.3239757136276	10.7481637545149	0.0	23.6809172166102	21.6647314166637	15.2207568507549	0.0	126.753233337606	30.2947230737553	12.1104092673218	16.5675455237315	27.8148499489204	21.4003727000801	35.5414772684016	23.9430775649667	10.3246493953984	69.9116455807509	55.315230614933	42.4534329634586	21.7688624472757	21.88874920655	24.6478604655579	16.3414090282805	18.6160419313929	32.3392687894961	194.78060919055	33.0688723692483	46.5122948986028	34.8046544889945	43.6687367881284	369.314454582952	33.0055018279689	28.861914521283	46.5596320259057	92.6428032508714	17.157167308196	13.8658586357869	16.6430802017364	13.0065583042416	31.5517201971078	31.8493297609033	11.8020412167984	26.1804870159811	34.3146106858163	26.267231569235	12.0544989276204	35.6552730968191	59.8824320246144	59.5421759468178	17.7492344585223	15.728487733371
Adenosine	17.0761150744144	8.31254245881514	34.7606418258814	30.6315138556905	47.1670562683244	20.5093607701672	16.14257990863	9.17610488390246	17.1333813956275	21.3660977004854	49.8048017660828	39.4678093765524	19.5305061369848	70.5469902684636	14.4864760275154	44.3276439060663	7.4677231261790205	9.17002465736308	93.5334609626973	23.2974144181701	58.7118025285139	10.6824120137251	14.4476363620964	14.9447801209593	40.5366903624752	58.6304028278884	6.06942365858588	18.1336661013877	38.9765725914595	25.4248533194206	31.5511881735605	39.9344706975717	50.8032040586764	75.2462339995279	98.4395052340057	17.1008490637426	27.8727919687181	13.6990137093047	19.970859840423	10.8792937004697	12.5974146418533	10.2809975692293	10.00524776351	12.5758021197553	14.74547150905	9.06603569840426	13.1027439889749	6.63729368967788	20.7157881113555	16.0782304630625	71.2388710516026	50.6742380793868	124.072760473307	71.9861145781989	28.7588013502433	20.3570732893526	6.9721170744258	13.7248844351503	54.7211366766199	30.4870375261797	37.4003268830595	9.35953475621423	31.0516038705351	18.09598335063	46.1040234571478	29.0065618034287	22.3160290995855	16.5017873014159	84.2219192008736	65.3425630856339	48.6339418397766	279.084009514755	25.606435720175	16.4386771745807	8.35888769437474	8.10266086269193	26.6390433886376	26.6685455900178	42.3888705185185	37.7817407125686	11.1143777464014	11.9658836354708	18.9953342451438	25.6975078114023	0.0	6.5460269872514	72.9637580936093	45.2131069930394	31.5474395179502	11.0752529703704	10.622632044898399	8.01883904822427	18.0963272430919	15.206711250434	19.3611552090156	25.1653548733134	31.4459681092468	22.1115619820116	50.1181807569128	46.7216002548224	17.2039233648457	36.9723528448651	32.729605561432	39.6340601410404	32.3140386948448	13.5334800108426	10.6306253193719	8.43973828600528	12.2309888638703	9.90223142888499	7.13647790881302	12.4585353599209	11.4220269452524	6.1949706602320695	23.1266382197406	11.2641259799566	18.5439910342308	6.52658138892641	9.84583606342759	29.4873867888381	11.2321008761788	20.7926077205663	6.46420652124278	5.51001794219542	15.7632326208093	16.8292149357399	44.6180239714782	12.494955953013	22.4012853495637	84.3577298864551	34.4104422542491	14.5378810524388	30.3707500020204	20.2997053375199	30.4853087223761	21.3326998949126	9.2678836542748	29.2239031366376	6.79351344900683	49.8523995182505	236.959900156982	100.533490179189	20.8445811155836	44.6102088437546	27.3223185815063	21.6016010878698	19.3026251010885	7.5075110747258105	12.6293881725115	8.19274233141784	7.28857046267237	15.0965845754833	30.5517611524609	107.233502097643	13.3574817312291	8.91329155686001	56.5875649056548	94.4971912927139	24.9525044846233	49.2671911740981
